"scientific_name","taxocode","a3_code","isscaap","english_name"
"Stichaeopsis nana","1711002601","TIN",33,""
"Stichaeus grigorjewi","1711002701","TIW",33,""
"Ulvaria subbifurcata","1711002801","UVS",33,"Radiated shanny"
"Xiphister atropurpureus","1711002901","XFA",33,"Black prickleback"
"Zoarchias glaber","1711003001","ZOG",33,""
"Apodichthys flavidus","1711100101","OFV",33,"Penpoint gunnel"
"Rhodymenichthys dolichogaster","1711100201","RYD",33,"Stippled gunnel"
"Ulvicola sanctaerosae","1711100301","UVA",33,"Kelp gunnel"
"Xererpes fucorum","1711100401","XPF",33,"Rockweed gunnel"
"Enedrias nebulosus","1711101401","EDN",33,"Tidepool gunnel"
"Pholis gunnellus","1711101901","FGN",33,"Rock gunnel"
"Ptilichthys goodei","1711405501","PJG",33,"Quillfish"
"Aiakas zinorum","1711500201","AKZ",34,""
"Andriashevia aptera","1711500301","AVP",34,""
"Zoarces viviparus","1711500401","ELP",33,"Eelpout"
"Austrolycus depressiceps","1711500501","AYZ",33,""
"Bilabria ornata","1711500601","BIN",33,""
"Bothrocarina microcephala","1711500701","BCF",34,""
"Crossostomus fasciatus","1711500801","CFA",33,""
"Dadyanos insignis","1711500901","DAJ",33,""
"Davidijordania abei","1711501001","DJA",34,""
"Derepodichthys alepidotus","1711501101","DEE",34,"Cuskpout"
"Macrozoarces americanus","1711501202","OPT",33,"Ocean pout"
"Dieidolycus leptodermatus","1711501301","DYE",34,""
"Eucryphycus californicus","1711501401","EUK",34,"Persimmon eelpout"
"Exechodontes daidaleus","1711501501","EXD",34,""
"Gymnelopsis brashnikovi","1711501601","GYK",33,""
"Hadropareia middendorffii","1711501701","HDI",33,""
"Hadropogonichthys lindbergi","1711501801","HDL",34,""
"Iluocoetes fimbriatus","1711501901","ILB",33,""
"Krusensterniella maculata","1711502001","KRU",33,""
"Letholycus magellanicus","1711502101","LEL",34,""
"Lycodonus flagellicauda","1711502301","LCG",34,""
"Lycodes adolfi","1711502401","LCD",34,""
"Lycodes reticulatus","1711502402","LCT",34,"Arctic eelpout"
"Lycodes spp","17115024XX","ELZ",34,"Eelpouts"
"Lycenchelys brevimaxillaris","1711502501","LYV",34,""
"Lycenchelys verrillii","1711502502","YCV",34,"Wolf eelpout"
"Lycenchelys antarctica","1711502503","LWY",34,""
"Lycenchelys bellingshauseni","1711502504","LWB",34,""
"Lycenchelys spp","17115025XX","LZY",34,""
"Gymnelus hemifasciatus","1711502701","GHE",33,"Halfbarred pout"
"Bothrocara alalongum","1711503101","BOL",34,""
"Lycodapus derjugini","1711503201","LYK",34,""
"Lycodapus antarcticus","1711503202","LYZ",34,""
"Lycodapus pachysoma","1711503203","LVP",34,"Stout slipskin"
"Lycodapus spp","17115032XX","LXY",34,""
"Lycogrammoides schmidti","1711503501","LCJ",34,""
"Lyconema barbatum","1711503601","LNA",34,"Bearded eelpout"
"Lycozoarces regani","1711503701","LZG",34,""
"Lycodichthys antarcticus","1711504001","LCN",34,""
"Lycodichthys dearborni","1711504002","LZB",34,""
"Taranetzella lyoderma","1711504301","TZL",34,"Looseskin eelpout"
"Maynea puncta","1711505001","MNU",33,""
"Melanostigma atlanticum","1711506101","MTC",34,"Atlantic soft pout"
"Melanostigma gelatinosum","1711506102","MWG",34,"Limp eelpout"
"Melanostigma spp","17115061XX","MEL",34,""
"Nalbantichthys elongatus","1711506201","NBE",34,""
"Notolycodes schmidti","1711506301","NLS",34,""
"Oidiphorus brevis","1711506401","OIB",34,""
"Opaeophacus acrogeneius","1711506501","OPG",34,""
"Ophthalmolycus amberensis","1711506601","LYA",34,""
"Ophthalmolycus bothriocephalus","1711506602","OHF",34,""
"Ophthalmolycus spp","17115066XX","OHZ",34,""
"Pachycara brachycephalum","1711506801","PHB",34,""
"Pachycara spp","17115068XX","PWR",34,""
"Phucocoetes latitans","1711506901","HUL",34,""
"Piedrabuenia ringueleti","1711507001","DUR",34,""
"Plesienchelys stehmanni","1711507101","LSH",34,""
"Pogonolycus elegans","1711507201","GOE",34,""
"Puzanovia virgata","1711507301","PZG",34,""
"Seleniolycus laevifasciatus","1711507401","EYF",34,""
"Thermarces cerberus","1711507601","TES",34,""
"Zoarcidae","17115XXXXX","LVD",34,"Eelpouts nei"
"Scytalina cerdale","1711800101","YTD",33,"Graveldiver"
"Zaprora silenus","1711900101","ZAS",34,"Prowfish"
"Cryptacanthodes aleutensis","1712300101","RTL",33,"Dwarf wrymouth"
"Cryptacanthoides bergi","1712300201","RTI",33,""
"Ammodytes personatus","1720400204","PAS",33,"Pacific sandlance"
"Ammodytes tobianus","1720400205","ABZ",33,"Small sandeel"
"Ammodytes americanus","1720400206","AVM",33,"American sand lance"
"Ammodytes spp","17204002XX","SAN",33,"Sandeels(=Sandlances) nei"
"Ammodytoides renniei","1720400301","YTE",33,"Scaly sandlance"
"Bleekeria gilli","1720400401","BKG",33,"Gill's sand lance"
"Gymnammodytes capensis","1720400501","GMP",33,"Cape sandlance"
"Gymnammodytes cicerelus","1720400502","ZGC",33,"Mediterranean sand eel"
"Gymnammodytes semisquamatus","1720400503","ZGS",33,"Smooth sandeel"
"Hyperoplus immaculatus","1720400601","YEI",33,"Greater sand-eel"
"Hyperoplus lanceolatus","1720400602","YEZ",33,"Great sandeel"
"Champsodon snyderi","1720600101","MPY",34,""
"Chiasmodon bolangeri","1720700101","MDG",34,""
"Chiasmodon niger","1720700102","CVN",34,"Black swallower"
"Dysalotus alcocki","1720700201","DYK",34,""
"Kali indica","1720700301","KAI",34,""
"Pseudoscopelus altipinnis","1720700401","UDI",34,""
"Acanthaphritis barbata","1720800101","NHT",33,""
"Bembrops anatirostris","1720800201","BMQ",33,"Duckbill flathead"
"Chrionema chlorotaenia","1720800301","CJH",33,""
"Hemerocoetes artus","1720800401","HRO",33,""
"Osopsaron natalensis","1720800501","OOE",33,""
"Pteropsaron evolans","1720800601","TSV",33,""
"Percophis brasiliensis","1720820201","FLA",33,"Brazilian flathead"
"Cheimarrichthys fosteri","1720900101","IHV",33,"Torrent fish"
"Kochichthys flavofasciata","1720900201","KOF",33,""
"Prolatilus jugularis","1720900501","ROJ",33,"Pacific sandperch"
"Pseudopercis numida","1720900601","UPN",33,"Namorado sandperch"
"Pseudopercis semifasciata","1720900602","UPR",33,"Argentinian sandperch"
"Pseudopercis spp","17209006XX","UYX",33,""
"Parapercis colias","1720919602","NEB",33,"New Zealand blue cod"
"Parapercis snyderi","1720919603","RPI",33,"U-mark sandperch"
"Pinguipes brasilianus","1720928801","PJR",33,"Brazilian sandperch"
"Pinguipes chilensis","1720928802","JPC",33,"Chilean sandperch"
"Trichonotus filamentosus","1721000101","TFI",33,""
"Trichonotus nikii","1721000102","TKK",33,""
"Apodocreedia vanderhorsti","1721100102","OCV",33,"Longfin burrower"
"Chalixodytes chameleontoculis","1721100201","CXN",33,"Sand dart"
"Limnichthys donaldsoni","1721100301","IMD",33,""
"Tewara cranwellae","1721100401","TWC",33,""
"Trachinus draco","1721201002","WEG",33,"Greater weever"
"Trachinus vipera","1721201003","TOZ",33,"Lesser weever"
"Trachinus araneus","1721201004","TZA",33,"Spotted weever"
"Trachinus radiatus","1721201005","TZR",33,"Starry weever"
"Trachinus spp","17212010XX","WEX",33,"Weevers nei"
"Trachinidae","17212XXXXX","TRA",33,"Weeverfishes nei"
"Astroscopus guttatus","1721300101","UAG",34,"Northern stargazer"
"Genyagnus monopterygius","1721300201","UGM",34,"Spotted stargazer"
"Ichthyscopus barbatus","1721300301","UIB",34,"Fringed stargazer"
"Kathetostoma albigutta","1721300401","UKA",34,"Lancer stargazer"
"Pleuroscopus pseudodorsalis","1721300501","UPD",34,""
"Selenoscopus turbisquamatus","1721300601","USQ",34,""
"Xenocephalus armatus","1721300701","UXA",34,""
"Uranoscopus japonicus","1721335201","UUJ",34,""
"Uranoscopus scaber","1721335202","UUC",34,"Stargazer"
"Uranoscopus spp","17213352XX","URA",34,"Stargazers"
"Kathetostoma giganteum","1721348401","STZ",34,"Giant stargazer"
"Crapatalus angusticeps","1721400101","RAK",33,"Slender stargazer"
"Leptoscopus macropygus","1721400201","LEY",33,"Estuary stargazer"
"Trichodon trichodon","1727200101","TDC",34,"Pacific sandfish"
"Arctoscopus japonicus","1727210301","JAS",34,"Japanese sandfish"
"Belobranchus belobranchus","1732000101","BNJ",13,"Throat-spine gudgeon"
"Bostrichthys zonatus","1732000201","BCZ",13,"Barred gudgeon"
"Bunaka pinguis","1732000301","UKP",13,""
"Butis butis","1732000401","UTB",13,"Duckbill sleeper"
"Calumia godeffroyi","1732000501","UMG",13,"Tailface sleeper"
"Bostrychus sinensis","1732000801","OTN",13,""
"Dormitator latifrons","1732000901","DOM",13,"Pacific fat sleeper"
"Dormitator maculatus","1732000902","DMM",13,"Fat sleeper"
"Eleotris fusca","1732001002","EOF",13,"Dusky sleeper"
"Eleotris picta","1732001003","EOP",13,"Spotted sleeper"
"Eleotris vittata","1732001004","EOV",13,""
"Erotelis smaragdus","1732001101","EOS",13,"Emerald sleeper"
"Grahamichthys radiata","1732001201","GHR",13,"Graham's gudgeon"
"Guavina guavina","1732001301","GUV",13,""
"Hypseleotris agilis","1732001401","HYG",13,""
"Hypseleotris ejuncida","1732001402","HYJ",13,"Slender gudgeon"
"Incara multisquamatus","1732001501","INM",13,""
"Kimberleyeleotris hutchinsi","1732001601","KIH",13,"Mitchell gudgeon"
"Kribia kribensis","1732001701","KRK",13,""
"Milyeringa veritas","1732001801","MEV",13,"Cave gudgeon"
"Odonteleotris macrodon","1732001901","ODC",13,""
"Ophieleotris aporos","1732002001","OFP",13,"Snakehead gudgeon"
"Ophiocara macrolepidota","1732002101","OFM",13,""
"Philypnodon grandiceps","1732002401","FLR",13,""
"Prionobutis koilomatodon","1732002501","NBK",13,"Mud sleeper"
"Ratsirakia legendrei","1732002601","RKL",13,""
"Tateurndina ocellicauda","1732002701","TAO",13,"Peacock gudgeon"
"Typhleotris madagascariensis","1732002801","TFA",13,""
"Gobiomorphus breviceps","1732003801","GBV",13,"Upland bully"
"Gobiomorus dormitor","1732003802","GBD",13,"Bigmouth sleeper"
"Oxyeleotris marmorata","1732005101","GBM",13,"Marble goby"
"Oxyeleotris fimbriata","1732005102","XYF",13,"Fimbriate gudgeon"
"Mogurnda aiwasoensis","1732007201","MGJ",13,""
"Eleotridae","17320XXXXX","FGB",13,"Gudgeons, sleepers nei"
"Ctenogobius fasciatus","1732100101","TFT",13,"Blotchcheek goby"
"Acentrogobius caninus","1732100201","AIN",33,"Tropical sand goby"
"Acentrogobius dayi","1732100202","AKD",33,"Day's goby"
"Acentrogobius viridipunctatus","1732100203","NGV",33,""
"Gobius niger","1732100303","GBN",33,"Black goby"
"Gobius paganellus","1732100304","GON",33,"Rock goby"
"Gobius cruentatus","1732100306","GCR",33,"Red-mouthed goby"
"Gobius strictus","1732100308","GTR",33,""
"Gobius cobitis","1732100310","GBC",33,"Giant goby"
"Gobius ater","1732100311","GBZ",33,"Bellotti's goby"
"Gobius bucchichi","1732100312","GHB",33,"Bucchich's goby"
"Gobius fallax","1732100313","GXF",33,"Sarato's goby"
"Gobius geniporus","1732100314","GWG",33,"Slender goby"
"Gobius roulei","1732100315","GWR",33,"Roule's goby"
"Gobius vittatus","1732100316","GWV",33,"Striped goby"
"Gobius xanthocephalus","1732100317","GWX",33,"Golden goby"
"Gobius spp","17321003XX","GOB",33,"Atlantic gobies nei"
"Aphia minuta","1732100401","FIM",33,"Transparent goby"
"Acanthogobius ommaturus","1732100501","ACG",13,""
"Awaous aeneofuscus","1732100601","AWA",13,""
"Bathygobius soporator","1732100701","BJO",33,"Frillfin goby"
"Bathygobius fuscus","1732100702","BGU",33,"Dusky frillgoby"
"Amblychaeturichthys sciistius","1732100801","MBI",33,""
"Amblyeleotris aurora","1732100901","MBU",33,"Pinkbar goby"
"Amblygobius albimaculatus","1732101001","MBL",33,"Butterfly goby"
"Glossogobius biocellatus","1732101101","GBI",13,"Sleepy goby"
"Glossogobius giuris","1732101102","GOU",13,"Tank goby"
"Gobioides ansorgii","1732101203","GSN",13,""
"Amoya signatus","1732101301","YAS",33,"Tusk goby"
"Pseudapocryptes borneensis","1732101401","EDO",13,""
"Scartelaos histophorus","1732101501","LHH",33,"Walking goby"
"Parachaeturichthys polynema","1732101601","URY",33,"Taileyed goby"
"Pomatoschistus bathi","1732101701","OAB",33,""
"Pomatoschistus microps","1732101702","OBD",33,"Common goby"
"Pomatoschistus minutus","1732101703","OBZ",33,"Sand goby"
"Knipowitschia caucasica","1732101801","KNC",13,""
"Apocryptes bato","1732101901","OCB",33,""
"Microgobius brevispinis","1732102001","MVP",33,"Balboa goby"
"Evorthodus lyricus","1732102101","EVR",33,"Lyre goby"
"Gobionellus atripinnis","1732102201","GBP",13,"Blackfin goby"
"Chaenogobius castaneus","1732102301","HGS",13,"Biringo"
"Cryptocentrus albidorsus","1732102401","YTI",33,""
"Cryptocentrus filifer","1732102402","YTF",33,""
"Aruma histrio","1732102501","UMH",33,"Slow goby"
"Gillichthys mirabilis","1732102601","GCI",33,"Longjaw mudsucker"
"Pseudaphya ferreri","1732102701","EDE",33,""
"Odondebuenia balearica","1732102801","ONB",33,"Coralline goby"
"Lebetus guilleti","1732103001","GLG",33,"Guillet's goby"
"Crystallogobius linearis","1732103101","YTN",33,"Crystal goby"
"Hazeus otakii","1732103401","HZO",33,""
"Chasmichthys dolichognathus","1732103501","HSD",33,""
"Oxyurichthys formosanus","1732103601","OUF",13,""
"Clevelandia ios","1732103701","CVO",33,"Arrow goby"
"Asra turcomanus","1732103801","GSC",33,""
"Eutaeniichthys gilli","1732103901","ESG",13,""
"Asterropteryx ensiferus","1732104001","AXS",33,"Miller's damsel"
"Astrabe lactisella","1732104101","TBL",33,""
"Aulopareia cyanomos","1732104301","ULC",33,""
"Trypauchen raha","1732104601","TKH",33,""
"Austrolethops wardi","1732104701","ARW",33,"Small-eyed goby"
"Eviota abax","1732105001","EVX",33,""
"Barbulifer antennatus","1732105101","BFN",33,"Barbulifer"
"Evermannichthys metzelaari","1732105201","EVM",33,"Sponge goby"
"Barbuligobius boehlkei","1732105401","BAK",33,""
"Neogobius bathybius","1732105501","NBB",13,""
"Neogobius melanostomus","1732105502","NBU",13,"Round goby"
"Coryphopterus alloides","1732105801","OFL",33,"Barfin goby"
"Apocryptodon madurensis","1732105901","OCU",33,""
"Rhinogobius brunneus","1732106001","RGB",13,"Amur goby"
"Rhinogobius flumineus","1732106002","RGF",13,""
"Pterogobius elapoides","1732106101","TKE",33,""
"Benthophiloides brauneri","1732106201","BFB",33,""
"Gobiosoma bosci","1732106401","GSI",13,"Naked goby"
"Boleophthalmus birdsongi","1732106501","BFI",33,""
"Stigmatogobius borneensis","1732106601","IGO",13,""
"Luciogobius albus","1732106701","LKB",13,""
"Lubricogobius exiguus","1732106801","LBX",33,""
"Bollmannia boqueronensis","1732106901","BLQ",33,"White-eye goby"
"Callogobius amikami","1732107001","LKM",13,""
"Brachyamblyopus anotus","1732107201","BJN",13,""
"Brachygobius aggregatus","1732107301","YGA",13,""
"Tridentiger barbatus","1732107401","TDB",13,""
"Bryaninops amplus","1732107601","YAA",33,"Large whip goby"
"Benthophilus baeri","1732107701","BFR",33,""
"Buenia affinis","1732107801","BIF",33,"De Buen's goby"
"Chromogobius quadrivittatus","1732107901","CBQ",33,"Chestnut goby"
"Zebrus zebrus","1732108001","ZEZ",33,""
"Didogobius kochi","1732108101","DDK",33,""
"Cabillus lacertops","1732108201","AJL",33,""
"Zosterisessor ophiocephalus","1732108301","GBO",33,"Grass goby"
"Caffrogobius agulhensis","1732108401","FGH",33,"Agulhas goby"
"Calamiana aliceae","1732108501","MJL",13,""
"Caragobioides geomys","1732108601","GBG",13,""
"Caspiosoma caspium","1732108701","SJP",13,""
"Chaeturichthys hexanema","1732108801","HTX",33,""
"Chiramenu fluviatilis","1732108901","HRV",13,""
"Chlamydogobius gloveri","1732109001","HBV",13,""
"Chonophorus macrorhynchus","1732109101","HFP",13,""
"Chriolepis fisheri","1732109201","HFS",33,""
"Clariger cosmurus","1732109301","LGC",33,""
"Corcyrogobius liechtensteini","1732109501","OGL",33,""
"Coryogalops adamsoni","1732109601","OGI",33,"Adamson's goby"
"Cotylopus acutipinnis","1732109701","OUU",33,""
"Cristatogobius nonatoae","1732109801","RGN",13,""
"Croilia mossambica","1732109901","RLM",33,"Burrowing goby"
"Cryptocentroides arabicus","1732110001","YPB",33,"Arabian goby"
"Ctenogobiops aurocingulus","1732110101","TGG",33,"Gold-streaked prawn-goby"
"Ctenotrypauchen microcephalus","1732110201","TMU",33,"Comb goby"
"Deltentosteus quadrimaculatus","1732110301","DEQ",33,"Four-spotted goby"
"Discordipinna griessingeri","1732110401","DPR",33,"Spikefin goby"
"Drombus globiceps","1732110501","DBG",13,""
"Ebomegobius goodi","1732110601","EBG",13,""
"Economidichthys pygmaeus","1732110701","EOY",13,""
"Ego zebra","1732110801","EGO",33,""
"Elacatinus janssi","1732110901","EJS",33,"Spotback goby"
"Eleotrica cableae","1732111001","EIC",33,"Cable's goby"
"Eucyclogobius newberryi","1732111101","EBW",33,"Tidewater goby"
"Exyrias belissimus","1732111501","EXE",33,"Mud reef-goby"
"Favonigobius aliciae","1732111601","FVA",13,""
"Flabelligobius latruncularius","1732111701","FLL",33,""
"Fusigobius duospilus","1732111801","FUD",33,"Barenape goby"
"Gammogobius steinitzi","1732111901","GOZ",33,""
"Ginsburgellus novemlineatus","1732112001","GIV",33,"Nineline goby"
"Gladiogobius ensifer","1732112101","GLF",33,"Gladiator goby"
"Gnatholepis anjerensis","1732113001","GTC",13,""
"Gobiodon acicularis","1732113101","GOL",33,""
"Gobiopsis aporia","1732113301","GOI",33,""
"Gobiopterus brachypterus","1732113401","GOY",13,""
"Gobiusculus flavescens","1732113501","GBF",33,"Two-spotted goby"
"Gobulus crescentalis","1732113601","GBK",33,"Crescent goby"
"Gorogobius nigricinctus","1732113701","GOJ",33,""
"Gymneleotris seminudus","1732113801","GMD",33,"Splitbanded goby"
"Gymnogobius raninus","1732113901","GMN",33,""
"Hemigobius bleekeri","1732114001","HGE",13,""
"Hetereleotris apora","1732114101","HJP",33,"Poreless goby"
"Heteroplopomus barbatus","1732114201","HUB",33,""
"Hypogymnogobius xanthozona","1732114301","HYX",13,"Bumblebee fish"
"Hyrcanogobius bergi","1732114401","HGG",13,""
"Ilypnus gilberti","1732114501","IYG",33,"Cheekspot goby"
"Istigobius campbelli","1732114601","ISM",13,""
"Kelloggella cardinalis","1732114701","KGC",33,"Cardinal goby"
"Lentipes armatus","1732114801","GTU",13,""
"Lepidogobius lepidus","1732114901","GPL",33,"Bay goby"
"Lesueurigobius friesii","1732115001","GOF",33,"Fries's goby"
"Lethops connectens","1732115101","GHO",33,"Halfblind goby"
"Leucopsarion petersi","1732115201","GPP",33,""
"Lobulogobius omanensis","1732115301","LLI",33,"Oman goby"
"Lophogobius bleekeri","1732115401","LFR",33,""
"Lotilia graciliosa","1732115501","GOK",33,"Whitecap goby"
"Luposicya lupus","1732115601","UUU",33,""
"Lythrypnus alphigena","1732115701","YUF",33,""
"Macrodontogobius wilburi","1732115801","MDW",33,"Largetooth goby"
"Mahidolia mystacina","1732115901","MAY",33,"Flagfin prawn goby"
"Mangarinus waterousi","1732116001","MNW",13,""
"Mauligobius maderensis","1732116101","MBD",33,""
"Mesogobius batrachocephalus","1732116201","MBF",13,"Knout goby"
"Millerigobius macrocephalus","1732116301","MJF",33,""
"Mistichthys luzonensis","1732116401","MLZ",13,""
"Mugilogobius abei","1732116501","MBE",13,""
"Myersina lachneri","1732117001","MNH",33,""
"Nematogobius ansorgii","1732117101","NMI",33,""
"Nes longus","1732117201","NSN",33,"Orangespotted goby"
"Oligolepis acutipennis","1732117301","OGU",13,"Sharptail goby"
"Ophiogobius ophicephalus","1732117401","OFF",33,""
"Oplopomops diacanthus","1732117501","OOD",33,"Hole goby"
"Oplopomus caninoides","1732117601","OUC",33,""
"Opua atherinoides","1732117701","OUT",33,""
"Oxuderces dentatus","1732117801","OUD",33,""
"Padogobius bonelli","1732117901","GPO",13,""
"Palatogobius paradoxus","1732118001","GGX",33,"Mauve goby"
"Palutrus meteori","1732118101","GPI",33,"Meteor goby"
"Pandaka lidwilli","1732118201","PKW",13,""
"Papillogobius melanobranchus","1732118301","ILE",33,"Blackthroat goby"
"Paragobiodon echinocephalus","1732118401","RGE",33,"Redhead goby"
"Parapocryptes rictuosus","1732118501","OTU",33,""
"Parasicydium bandama","1732118601","IYB",33,""
"Parawaous megacephalus","1732118701","PWM",13,""
"Parkraemeria ornata","1732118801","KRR",33,""
"Parrella fusca","1732118901","RLS",33,""
"Periophthalmodon freycineti","1732119001","FTF",33,""
"Periophthalmus argentilineatus","1732119101","FTA",33,"Barred mudskipper"
"Platygobiopsis akihito","1732119201","YGK",33,""
"Pleurosicya annandalei","1732119301","URD",33,"Scalynape goby"
"Polyspondylogobius sinensis","1732119401","YSI",33,""
"Porogobius schlegelii","1732119501","OGH",33,""
"Priolepis boreus","1732119601","RLO",33,""
"Proterorhinus marmoratus","1732119701","RSO",13,"Tubenose goby"
"Psammogobius knysnaensis","1732119801","SGK",13,""
"Pseudogobiopsis campbellianus","1732119901","EDC",13,""
"Pseudogobius avicennia","1732120001","EDA",13,""
"Pseudotrypauchen multiradiatus","1732120101","EDM",13,""
"Psilogobius mainlandi","1732120201","IGM",33,""
"Psilotris alepis","1732120301","ILJ",33,""
"Pycnomma semisquamatum","1732120401","YCS",33,"Secret goby"
"Quietula y-cauda","1732120501","QUY",33,""
"Redigobius amblyrhynchus","1732120601","RIY",13,""
"Schismatogobius ampluvinculus","1732122501","HBA",13,""
"Sicydium brevifile","1732122601","IYV",13,""
"Sicyopterus caeruleus","1732122701","IYA",13,""
"Sicyopterus lagocephalus","1732122702","IYL",13,"Bichique"
"Sicyopterus stimpsoni","1732122703","IYS",13,"Stimpson's goby"
"Sicyopus auxilimentus","1732122801","IYX",13,""
"Signigobius biocellatus","1732122901","IGB",33,"Twinspot goby"
"Silhouettea dotui","1732123001","IHD",13,""
"Speleogobius trigloides","1732123101","EGT",33,"Grotto goby"
"Stenogobius beauforti","1732123201","EGB",13,"Beaufort's goby"
"Stiphodon allen","1732123301","IFA",13,""
"Stonogobiops dracula","1732123401","TBD",33,""
"Sueviota lachneri","1732123501","UVL",33,""
"Sufflogobius bibarbatus","1732123601","UFB",33,""
"Suruga fundicola","1732123701","UUF",33,""
"Taenioides anguillaris","1732123801","TAG",13,"Eel worm goby"
"Tamanka cagayanensis","1732123901","TKC",13,""
"Risor ruber","1732124001","RSB",33,"Tusked goby"
"Sagamia geneionema","1732124101","GMJ",33,""
"Tasmanogobius lordi","1732124201","TMO",13,"Lord's goby"
"Thorogobius angolensis","1732124301","TGN",33,""
"Tomiyamichthys oni","1732124401","TMN",33,""
"Trimma avidori","1732124501","TVD",33,""
"Trimma okinawae","1732124502","TMK",33,"Okinawa rubble goby"
"Trimmatom eviotops","1732124601","TOV",33,"Red-barred rubble goby"
"Trypauchenichthys sumatrensis","1732124701","TKS",13,""
"Tukugobius philippinus","1732124801","TKP",13,""
"Typhlogobius californiensis","1732124901","TFL",33,"Blind goby"
"Valenciennea alleni","1732125001","VAA",33,""
"Vanderhorstia ambanoro","1732125101","VAM",33,"Ambanoro prawn-goby"
"Vanneaugobius canariensis","1732125201","VAN",33,""
"Varicus marilynae","1732125301","VAY",33,"Orangebelly goby"
"Weberogobius amadi","1732125401","WED",13,""
"Wheelerigobius maltzani","1732125501","WHZ",33,""
"Yongeichthys criniger","1732125601","YOC",33,""
"Zappa confluentus","1732125701","ZPC",13,"Slender mudskipper"
"Gobiidae","17321XXXXX022","FGX",13,"Freshwater gobies nei"
"Gobiidae","17321XXXXX023","GPA",33,"Gobies nei"
"Rhyacichthys aspro","1732300101","RYR",13,"Loach goby"
"Gobitrichinotus radiocularis","1732400101","GOD",33,""
"Kraemeria bryani","1732400201","KRB",33,""
"Aioliops novaeguineae","1732500101","IPN",33,""
"Cerdale floridana","1732500201","DFD",33,"Pugjaw wormfish"
"Gunnellichthys curiosus","1732500301","GLK",33,"Curious wormfish"
"Microdesmus aethiopicus","1732500401","MDH",33,""
"Nemateleotris decora","1732500501","NME",33,"Elegant firefish"
"Oxymetopon compressus","1732500601","OYY",33,""
"Paragunnellichthys seychellensis","1732500701","GLY",33,""
"Parioglossus aporos","1732500801","GSO",33,""
"Ptereleotris arabica","1732500901","TKU",33,""
"Allomicrodesmus dorotheae","1732600101","XAD",33,""
"Paraxenisthmus springeri","1732600201","XPS",33,""
"Tyson belos","1732600301","XTO",33,""
"Xenisthmus africanus","1732600401","XXA",33,"Flathead wriggler"
"Odontobutis obscura","1732700101","OOU",13,""
"Perccottus glenii","1732700201","ERL",13,"Chinese sleeper"
"Zebrasoma flavescens","1740200101","ZEF",33,"Yellow tang"
"Zebrasoma veliferum","1740200102","ZEV",33,"Sailfin tang"
"Acanthurus bahianus","1740200402","AQB",33,"Ocean surgeon"
"Acanthurus coeruleus","1740200403","AQO",33,"Blue tang surgeonfish"
"Acanthurus bariene","1740200405","AQR",33,"Black-spot surgeonfish"
"Acanthurus olivaceus","1740200408","AQV",33,"Orangespot surgeonfish"
"Acanthurus chirurgus","1740200410","AQH",33,"Doctorfish"
"Acanthurus triostegus","1740200411","AQT",33,"Convict surgeonfish"
"Acanthurus monroviae","1740200412","MDO",33,"Monrovia doctorfish"
"Acanthurus lineatus","1740200413","AQI",33,"Lined surgeonfish"
"Acanthurus nigrofuscus","1740200414","AQN",33,"Brown surgeonfish"
"Acanthurus gahhm","1740200415","AQQ",33,"Black surgeonfish"
"Acanthurus sohal","1740200416","AVQ",33,"Sohal surgeonfish"
"Acanthurus spp","17402004XX","AXQ",33,""
"Naso lituratus","1740200801","NAI",33,"Orangespine unicornfish"
"Naso unicornis","1740200802","NAS",33,"Bluespine unicornfish"
"Naso brevirostris","1740200803","NAB",33,"Spotted unicornfish"
"Paracanthurus hepatus","1740201601","NUH",33,"Palette surgeonfish"
"Ctenochaetus binotatus","1740202201","TKB",33,"Twospot surgeonfish"
"Ctenochaetus striatus","1740202202","TCV",33,"Striated surgeonfish"
"Prionurus biafraensis","1740202401","NUF",33,"Biafra doctorfish"
"Acanthuridae","17402XXXXX","SUR",33,"Surgeonfishes nei"
"Proteracanthus sarissophorus","1740500101","TUF",33,""
"Rhinoprenes pentanemus","1740500201","RIT",33,"Threadfin scat"
"Zabidius novemaculeatus","1740500301","ZBV",33,"Ninespine batfish"
"Ephippus orbis","1740513701","HUO",33,"Orbfish"
"Parapsettus panamensis","1740519801","RSM",33,"Panama spadefish"
"Platax orbicularis","1740520601","LXR",33,"Orbicular batfish"
"Platax teira","1740520602","BAO",33,"Longfin batfish"
"Platax spp","17405206XX","BAT",33,"Batfishes"
"Tripterodon orbis","1740524801","TDO",33,"African spadefish"
"Chaetodipterus faber","1740526701","HRF",33,"Atlantic spadefish"
"Chaetodipterus zonatus","1740526702","HTZ",33,"Pacific spadefish"
"Chaetodipterus lippei","1740526703","HRL",33,"West African spadefish"
"Ephippidae","17405XXXXX","SPA",33,"Spadefishes nei"
"Scatophagus argus","1740633001","TFG",33,"Spotted scat"
"Scatophagus spp","17406330XX","SCT",33,"Scats"
"Siganus argenteus","1740700101","IGA",33,"Streamlined spinefoot"
"Siganus corallinus","1740700102","IGR",33,"Blue-spotted spinefoot"
"Siganus doliatus","1740700103","IGD",33,"Barred spinefoot"
"Siganus fuscescens","1740700104","IGF",33,"Mottled spinefoot"
"Siganus javus","1740700105","IGV",33,"Streaked spinefoot"
"Siganus rivulatus","1740700106","SRI",33,"Marbled spinefoot"
